batch,track,artists,album,popularity,explicit,uri,query
05_english_new_school_mix,ستاموني,"Shehab, DJ Totti",ستاموني,,False,spotify:track:6OQTrnd88HzQpHUxeyaMRY,rap 2024
05_english_new_school_mix,Rapture,Evanescence,Sanctuary,,False,spotify:track:7rA5tlA3YoHwv1tOxDbxwF,rap 2024
05_english_new_school_mix,Meen Ysadak,"nour, Eldab3",Meen Ysadak,,False,spotify:track:2So4UdTcMQe2ap2VpC43eD,rap 2024
05_english_new_school_mix,ARIGATŌ,"Afroto, DizzyTooSkinny",VILLAIN,,False,spotify:track:6haDH6LJRmwwtrEMfzIwGW,rap 2024
05_english_new_school_mix,Moonwalkin',LNGSHOT,SHOT CALLERS,,False,spotify:track:46V2ciN6F5bxjQWityNhkY,rap 2024
05_english_new_school_mix,Be3teeny Leh | Red Bull Mazzika Salonat,"Amr Mostafa, ZIAD ZAZA, Moataz Mady, Red Bull Sika",Be3teeny Leh | Red Bull Mazzika Salonat,,False,spotify:track:2fOoMpwfcLaOw3rPrbHgyO,rap 2025
05_english_new_school_mix,El Ayam,Wegz,Aqareb,,False,spotify:track:0trJ6hrLHHHaXZYMe1JLnb,rap 2025
05_english_new_school_mix,Hsh,Karim Osama,Hsh,,False,spotify:track:6HXMddNIL3WBDvaZcHvkXB,rap 2026
05_english_new_school_mix,7ALA,Afroto,7ALA,,False,spotify:track:7fEyhhziqOJwzNTK0gb8FO,rap 2026
05_english_new_school_mix,Don’t hide,So Supa,Supa vs Sligga,,True,spotify:track:6yJIO8264hq1hCbBLU0C0X,viral rap
05_english_new_school_mix,Shhh (Pew Pew) [Slowed + Reverb],Young Fanatic,Shhh (Pew Pew) [Slowed + Reverb],,True,spotify:track:40NU01ZkeQlzMfUuf4aWNm,viral rap
05_english_new_school_mix,Hit tha Roof,Speed Gang,Hit tha Roof,,True,spotify:track:5LUUJL8EfdmBWNS66wD7B5,viral rap
05_english_new_school_mix,Viral Rap,"Ysr Gramz, YN Jay",Flint Tropics,,True,spotify:track:4OjIB3E7kpLURveImwOral,viral rap
05_english_new_school_mix,IT'S THE CASH FAULT,QUANTRELL,IT'S THE CASH FAULT,,True,spotify:track:5lKBvDIR941yvwBloegnJP,viral rap
05_english_new_school_mix,Time of Our Lives,"Pitbull, Ne-Yo",Globalization,,True,spotify:track:2bJvI42r8EF3wxjOuDav4r,drill rap club
05_english_new_school_mix,ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN),"Don Toliver, Charlie Wilson, Cash Cobain",HARDSTONE PSYCHO,,True,spotify:track:724YXkrlOINBst64isK3KP,drill rap club
05_english_new_school_mix,Salt Shaker,"Ying Yang Twins, Lil Jon & The East Side Boyz",Me & My Brother,,True,spotify:track:4Kd0FzFpOgIGxlBl4HXuFn,drill rap club
05_english_new_school_mix,ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN),"Don Toliver, Charlie Wilson, Cash Cobain",HARDSTONE PSYCHO,,True,spotify:track:2StLVmvyGXq4tzlpWZiUh3,drill rap club
05_english_new_school_mix,Дом с привидениями,"OBLADAET, FRIENDLY THUG 52 NGG",PLAYERS CLUB 2,,True,spotify:track:3oD1BMuoUVmRlT7TBLOj5G,drill rap club
05_english_new_school_mix,"Presidential (with Jenn Carter, Kyle Richh,TaTa)","41, Jenn Carter, Kyle Richh, TaTa",Chill Guy / Presidential,,True,spotify:track:5RhLGbNLr8oGGbLuxJkjf5,drill rap club
05_english_new_school_mix,Acharuli Gandagana - Trap Remix Edit,Georgian Folk,Acharuli Gandagana (Trap Remix),,False,spotify:track:3WMdKAne7dSmlMfDSzMHxm,trap remix
05_english_new_school_mix,Billie Jean - Trap Remix,HoodTrap Shooter,Billie Jean (Trap Remix),,False,spotify:track:4AXm4WD246miqzv4ubjcmM,trap remix
05_english_new_school_mix,Acharuli Gandagana - Trap Remix,Georgian Folk,Acharuli Gandagana (Trap Remix),,False,spotify:track:62KbW5VXHyBNyAV4Nc14Yg,trap remix
05_english_new_school_mix,Trap Remix,775,Trap Remix,,False,spotify:track:31YkJzMWWF9lHFJAwtF8sP,trap remix
05_english_new_school_mix,Confidence (Hoodtrap RMX),Unjaps,Confidence (Hoodtrap RMX),,False,spotify:track:2eoQQT1nInKmgwdBXtngwe,trap remix
05_english_new_school_mix,Hot (Remix) [feat. Gunna and Travis Scott],"Young Thug, Travis Scott, Gunna",So Much Fun (Deluxe),,True,spotify:track:4ea9w8c4ROqiZpJVhfBA3m,trap remix
05_english_new_school_mix,Trap King Beat Seven,Saucemankeys,"Trap King, Vol. 1",,False,spotify:track:1lngJWqH2tLzKqr6FgDDD1,trap remix
05_english_new_school_mix,Trap Queen Beat Seven,Saucemankeys,Trap Queen Vol. 1,,False,spotify:track:3AzkdVxrkYzDZubpG2IQ2b,trap remix
05_english_new_school_mix,Trap Queen Beat Five,Saucemankeys,Trap Queen Vol. 1,,False,spotify:track:4dSlFRSJoFCliYNPSO1yoA,trap remix
05_english_new_school_mix,Mahmouma – Trap,TranzVibe Records,Mahmouma – Trap,,False,spotify:track:6TsiV3aldyoycb16y5xprx,trap remix
05_english_new_school_mix,Old Town Road (feat. Billy Ray Cyrus) - Remix,"Lil Nas X, Billy Ray Cyrus",7,,False,spotify:track:2YpeDb67231RjR0MgVLzsG,hip hop remix
05_english_new_school_mix,Not Like Us,Kendrick Lamar,Not Like Us,,True,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,hip hop remix
05_english_new_school_mix,Mas Que Nada,"Sérgio Mendes, Black Eyed Peas",Timeless,,False,spotify:track:6U7GUjtamt2P0LcFod1dBT,hip hop remix
05_english_new_school_mix,RHLFRĖ,"Marwan Pablo, Xander Ghost",PRJKTBLUBEAM,,False,spotify:track:2wmp1eEKI2Ai5K0yIAP2gU,hip hop remix
05_english_new_school_mix,Tripod,Lege-Cy,Placebo,,False,spotify:track:4nydbqIi7U7DMM3ZGQEjtE,hip hop remix
06_spanish_malianteo_boricua,MALIANTEO,"The Rudeboyz, Ryan Castro, JC Reyes",MALIANTEO,,True,spotify:track:4HxHuTn5m8mvwstavPF8yE,malianteo
06_spanish_malianteo_boricua,Malianteo,"Ronny GTA, Papa Jeison",Malianteo,,True,spotify:track:3U5bWTSYJMVJDBOXBh58md,malianteo
06_spanish_malianteo_boricua,Malianteo,La Joaqui,ML APRENDIDA,,False,spotify:track:2bvd7zLOfkyvfyXCx38O4G,malianteo
06_spanish_malianteo_boricua,"El Malianteo No Muere (feat. Pusho, Ñengo Flow, Farruko & Arcangel)","Benny Benni, Pusho, Ñengo Flow, Farruko, Arcángel","El Malianteo No Muere (feat. Pusho, Ñengo Flow, Farruko & Arcangel)",,True,spotify:track:59Amclly57vIPV9LQmLDUr,malianteo
06_spanish_malianteo_boricua,Malianteo,"Potencia Lirical, Haraca Kiko, Jay santana prod",Malianteo,,True,spotify:track:1nhb4Bam7u3rT16v6omyZs,malianteo
06_spanish_malianteo_boricua,BAJA AL MALIANTEO,"Xiyo, Fernandezz, dn.aire",$F VERANO MIX VOL.2,,True,spotify:track:4cl5rK807BQVPjK22DbrOu,malianteo
06_spanish_malianteo_boricua,Malianteo,"John Jay, Randy Glock",Malianteo,,True,spotify:track:3USQuN4YfES61mDGOATYpS,malianteo
06_spanish_malianteo_boricua,MALIANTEO,Virality Music,MALIANTEO,,False,spotify:track:5qhWpkuVNfqI9ElNVQLUOQ,malianteo
06_spanish_malianteo_boricua,Malianteo,Bella Oscura,El dolor que se volvió flow,,False,spotify:track:2D1JNlqg0Qxg39qkmLC99a,malianteo
06_spanish_malianteo_boricua,Maliante,"Brayant el Sicario, Luis Dinero RD, Arygeldelocontacto",Maliante,,False,spotify:track:0Mv425SRIwpZJTIhPUPYW1,malianteo
06_spanish_malianteo_boricua,Un Malianteo Bien Maliantoso,"Boricua Drips, Danny Rapper",Nada Que Aprobar,,True,spotify:track:6v1NJnnXtwLHIHDJskrQf7,malianteo boricua
06_spanish_malianteo_boricua,malianteo,ANUKARAB,Multicentro Clasico,,False,spotify:track:41GdO7i2NxLL75CLDfaRsE,malianteo boricua
06_spanish_malianteo_boricua,MALIANTEO CHALACO #3,LA 2BLE C BEATS,MALIANTEO CHALACO #3,,True,spotify:track:3gcSIIJk9VVxDkMFgds96S,malianteo boricua
06_spanish_malianteo_boricua,Maliante,"El Chima En La Casa, Kon3viga, Socio Chillin",Maliante,,True,spotify:track:0BGdiQU1cjxEBqpA6oAnbj,malianteo boricua
06_spanish_malianteo_boricua,MALIANTEO FLOW USA,El 22,MALIANTEO FLOW USA,,False,spotify:track:5uy2y5qlH6b7nz2jWpSMy6,malianteo boricua
06_spanish_malianteo_boricua,Malianteo con tigo,Edisontv,Malianteo con tigo,,False,spotify:track:7r7hNlRqFAlVUrtQEhEoTG,malianteo boricua
06_spanish_malianteo_boricua,Soy Yo,Neutro Shorty,Soy Yo,,False,spotify:track:2Q1u44SScYwZq3x2z9pcuP,trap boricua
06_spanish_malianteo_boricua,Toronto,"Chanell, Persy",Toronto,,True,spotify:track:2HoDXiTgzmcNiY1Pich8cP,trap boricua
06_spanish_malianteo_boricua,Pajaritos Preñaos,Ankhal,Pajaritos Preñaos,,True,spotify:track:3OgvBpWQUw6GqG2cbr8Owq,trap boricua
06_spanish_malianteo_boricua,4Twenty,Jovaan,4Twenty,,True,spotify:track:5hukFn422IhGnE8Ns5Ur02,trap boricua
06_spanish_malianteo_boricua,El Tridente,"Los G4, Conep, Omy de Oro, Midnvght",El Tridente,,True,spotify:track:1MzLpuKP4zHzCKmGeTG9Rw,trap boricua
06_spanish_malianteo_boricua,Los 20s,"Moize, J Abdiel, Rokero",Los 20s,,True,spotify:track:0vEa3I8da84GiVf6IH2vjU,trap boricua
06_spanish_malianteo_boricua,Alaska,Juliito,Alaska,,True,spotify:track:6e0G7tT8aR9gMDnE8qcWzA,trap boricua
06_spanish_malianteo_boricua,Trap Trapeo,La Kikada,Trap Trapeo,,False,spotify:track:0H5q6bPfSPyu02BI8hPkFZ,trap boricua
06_spanish_malianteo_boricua,Trap del bueno,Logi K,Trap del bueno,,False,spotify:track:7Kq7ZE1Bx1lsY3PjhfjD1p,trap boricua
06_spanish_malianteo_boricua,CAPITULO 1,"KEVINGLJD, Dineropr",CAPITULO 1,,True,spotify:track:6OMtZQIxNW2FzjOjpA6ZNa,trap boricua
06_spanish_malianteo_boricua,FRONTEANDO - Reggaeton Maleanteo,YEYCA Beats,REGGAETON vol.1,,False,spotify:track:4NqLmmCmXlEYKdmyoKjok5,reggaeton maleanteo
06_spanish_malianteo_boricua,CARO - Reggaeton Maleanteo,YEYCA Beats,CARO - Reggaeton Maleanteo,,False,spotify:track:3hxBeQAVn5I98UbQNmAKPr,reggaeton maleanteo
06_spanish_malianteo_boricua,Maleanteo,"Chzter, Mikebøi",Maleanteo,,True,spotify:track:5s6gjRDWtD99U6A6GOZ3Wz,reggaeton maleanteo
06_spanish_malianteo_boricua,Reggaeton Maleanteo Navidad,prodVawa,Reggaeton Maleanteo Navidad,,False,spotify:track:5tg6rNGXsN3W8gYnfNFFct,reggaeton maleanteo
06_spanish_malianteo_boricua,pista reggaeton maleanteo (mafilia),Beat Gxng,pista reggaeton maleanteo (mafilia),,False,spotify:track:7fB0ExhAh1t1GwEGalUVGy,reggaeton maleanteo
06_spanish_malianteo_boricua,Beat de reggaeton Maleanteo Frontea,Omarkillah,Beat de reggaeton Maleanteo Frontea By Omarkillah,,False,spotify:track:1rivYdYcglgVQLXdnA7kqe,reggaeton maleanteo
06_spanish_malianteo_boricua,Reguetón Maleantoso,Indio Pancho,Pistas De Reguetón De PR,,False,spotify:track:2FcjGPVd3rtRkTK8VuLIQW,reggaeton maleanteo
06_spanish_malianteo_boricua,Esa Mami,Eme MalaFe,El Mala,,True,spotify:track:0zzp9JCVJbskRjOpZnj7EM,reggaeton maleanteo
06_spanish_malianteo_boricua,Maleante,Dj Bryan El Famosito,Maleante,,False,spotify:track:4LOCl3H5s9naDzv2iRBhTt,reggaeton maleanteo
06_spanish_malianteo_boricua,Atrévete-Te-Te,Calle 13,Calle 13 (Explicit Version),,True,spotify:track:1q8NdCAQ9QUjpYiqzdd3mv,calle reggaeton
06_spanish_malianteo_boricua,Somos de Calle,Daddy Yankee,Talento de Barrio,,False,spotify:track:4ysPUVz10cXZwhLSuuEO4c,calle reggaeton
06_spanish_malianteo_boricua,Calle Pero Elegante,Dj Shuket,Old 2,,False,spotify:track:6w7R4mvbta7rQVAnLkRIlO,calle reggaeton
06_spanish_malianteo_boricua,Suave Mix - Blass Remix,Calle 13,Calle 13 (Explicit Version),,False,spotify:track:2I8R6q0jiDVPslenoohZL2,calle reggaeton
06_spanish_malianteo_boricua,REGGAETON CALLEJERO 2,Dj Nanow,Reggaeton Callejero 2,,False,spotify:track:67f4ickIxIcTlVDB2FcYN0,calle reggaeton
06_spanish_malianteo_boricua,Salgo Pa' la Calle,"Daddy Yankee, Randy Nota Loca",Talento de Barrio,,False,spotify:track:4WSCQzsVo8ucr3FwGmUkHw,calle reggaeton
06_spanish_malianteo_boricua,REGGAETON CALLEJERO Nowna,Dj Nanow,Reggaeton Callejero Nowna,,False,spotify:track:3W8Pixq48kCEzqvucGI0Eb,calle reggaeton
06_spanish_malianteo_boricua,Salgo Pa La Calle,Jangueo & Tanty,Salgo Pa La Calle,,False,spotify:track:4N4kVYiVQK8xbSTxtoTjPO,calle reggaeton
06_spanish_malianteo_boricua,Calle,La Rima Callejera RD,Calle,,True,spotify:track:3KkxoRRrkkWezYfHfofUgJ,calle reggaeton
06_spanish_malianteo_boricua,calle sin sentimiento,Alterao Records,calle sin sentimiento,,False,spotify:track:4IZtvTaF3FWMjoYroyqudh,calle reggaeton
06_spanish_malianteo_boricua,Punto y Aparte,Tego Calderón,Rompe La Discoteca,,True,spotify:track:388YhDYxPvaDIZQHWqpB4E,reggaeton calle
06_spanish_malianteo_boricua,Reguetón y Rap Calle Maleanteo,Indio Pancho,Pistas De Reguetón De PR,,False,spotify:track:2O9Up78yoMRfP5tz7jouzO,reggaeton calle
06_spanish_malianteo_boricua,Ñengo Flow Rkt,BR4IAN DJ,Ñengo Flow Rkt,,True,spotify:track:0uUFrSdIxftcjChlCJGZa3,Ñengo Flow
06_spanish_malianteo_boricua,Carbon 15,"Ñengo Flow, Anuel AA",RealG4Life Vol. 4,,True,spotify:track:02iBJuwOOcP2AnXVf9ywAW,Ñengo Flow
06_spanish_malianteo_boricua,Escándalo,Ñengo Flow,RealG4Life Vol. 4,,True,spotify:track:4TIEgR6aPiClEXEBHfraIp,Ñengo Flow
06_spanish_malianteo_boricua,Cuando Me Dirá,Ñengo Flow,Real G 4 Life Part 2,,True,spotify:track:6xBb8VL1NIj6pq01KXwiAb,Ñengo Flow
06_spanish_malianteo_boricua,Gato de Noche,"Ñengo Flow, Bad Bunny",Gato de Noche,,True,spotify:track:54ELExv56KCAB4UP9cOCzC,Ñengo Flow
06_spanish_malianteo_boricua,En Las Noches Frias,Ñengo Flow,Real G 4 Life,,False,spotify:track:0a0JiZejbYYem1W31fldde,Ñengo Flow
06_spanish_malianteo_boricua,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",YHLQMDLG,,True,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,Ñengo Flow
06_spanish_malianteo_boricua,Diles,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,,True,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,Ñengo Flow
06_spanish_malianteo_boricua,Llegamos A La Disco,"Daddy Yankee, De La Ghetto, Ñengo Flow, Arcángel, Farruko, Baby Rasta y Gringo, Alex Kyza, Kendo Kaponi",Prestige,,True,spotify:track:4nfn4q3ygnHhriDyYW6Fkf,Ñengo Flow
06_spanish_malianteo_boricua,FOREVER TU GANTEL,"Omar Courtz, Ñengo Flow",FOREVER TU GANTEL,,True,spotify:track:5XE2dc5tz7tbufWCPFUo5c,Ñengo Flow
06_spanish_malianteo_boricua,Little Demon,Anuel AA,Little Demon,,False,spotify:track:5HmbkAdM5TJZcCmFQgNHI6,Anuel AA malianteo
06_spanish_malianteo_boricua,Está Cabrón Ser Yo,"Bad Bunny, Anuel AA",YHLQMDLG,,True,spotify:track:4saHEjXw7O1NXJOzBkUKKG,Anuel AA malianteo
06_spanish_malianteo_boricua,Cuando No Era Cantante RMX - Remix,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Eso Si Es De Gangster,,True,spotify:track:56V7nzrqr6Sq1uFym4odwa,Anuel AA malianteo
06_spanish_malianteo_boricua,Cuando No Era Cantante - Remix,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante (Remix),,True,spotify:track:4llKbtKvvuiZVzyD9VVMDX,Anuel AA malianteo
06_spanish_malianteo_boricua,MIRAME REMIX,"Blessd, Anuel AA, Ovy On The Drums",MIRAME REMIX,,True,spotify:track:2S8bH7ABqJ02bWeH8bgQfU,Anuel AA malianteo
06_spanish_malianteo_boricua,Cuando No Era Cantante - Remix,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",Cuando No Era Cantante (Remix),,True,spotify:track:2pbSCYzxrG0wa6qcj8IyiE,Anuel AA malianteo
06_spanish_malianteo_boricua,Pa Ti,"Bad Bunny, Bryant Myers",Pa Ti,,True,spotify:track:2QrGCbW0ylj94JfkgLZFlA,Bryant Myers
06_spanish_malianteo_boricua,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)","Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",,True,spotify:track:0JoHqmlqE0W0i9prt6kcHR,Bryant Myers
06_spanish_malianteo_boricua,Burlao,Bryant Myers,Burlao,,True,spotify:track:1yDwfXVgcrQPipINBnkE97,Bryant Myers
06_spanish_malianteo_boricua,SEDA,"Bad Bunny, Bryant Myers",nadie sabe lo que va a pasar mañana,,True,spotify:track:1YnChEM51BVZ5dRhbVFEMl,Bryant Myers
06_spanish_malianteo_boricua,Darte Remix,"Alex Rose, Casper Magico, Miky Woodz, Myke Towers, JHAYCO, Ñengo Flow, Bryant Myers, Juhn, Noriel",Darte Remix,,False,spotify:track:6hKkPY7Ik8Q7uNnCzvLNL9,Bryant Myers
06_spanish_malianteo_boricua,"Contigo Na Más - Remix (feat. Ozuna, Hades66)","Luar La L, Dei V, Bryant Myers, ROA, Hades66, Ozuna","Contigo Na Más - Remix (feat. Ozuna, Hades66)",,True,spotify:track:4UjjHtqpIwH69uOlLc0VIY,Bryant Myers
06_spanish_malianteo_boricua,Brazil,"Afroto, Marwan Moussa",SAN STEFANO,,False,spotify:track:6cpTq72SH9QSocMTnGEKg5,Bryant Myers
06_spanish_malianteo_boricua,7OBI,Mousv,MAFIA,,False,spotify:track:504HCOLn8Vq46CSTP55GRR,Bryant Myers
06_spanish_malianteo_boricua,LOOM,Mousv,LOOM,,False,spotify:track:1FOA6haAMdeV3lVbIiW61x,Bryant Myers
06_spanish_malianteo_boricua,"Los Reyes Del Malianteo (feat. Arcangel, Farruko, De La Ghetto, Ñengo Flow & D.Ozi)","Mambo Kingz, Arcángel, Farruko, De La Ghetto, Ñengo Flow, D.OZi","Los Reyes Del Malianteo (feat. Arcangel, Farruko, De La Ghetto, Ñengo Flow & D.Ozi)",,True,spotify:track:2pvIIWx4qo64owPbiqIG8j,Arcangel malianteo
06_spanish_malianteo_boricua,El Malianteo No Muere,"Farruko, Arcángel, Pusho, Ñengo Flow, Benny Benni",El Malianteo No Muere,,False,spotify:track:0PDkzYlDWgFiRQAkbLUrFI,Arcangel malianteo
06_spanish_malianteo_boricua,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),"Arcángel, Bad Bunny, Mambo Kingz, DJ Luian",Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),,True,spotify:track:6NSMQFKgjpQb0KkjMDYIK0,Arcangel malianteo
06_spanish_malianteo_boricua,ACHO PR,"Bad Bunny, Arcángel, De La Ghetto, Ñengo Flow",nadie sabe lo que va a pasar mañana,,True,spotify:track:1C7lXfx4Y5maVl4AgUVlHA,Arcangel malianteo
06_spanish_malianteo_boricua,Hace Mucho Tiempo,Arcángel,"Sentimiento, Elegancia Y Maldad",,False,spotify:track:0a6ogDrZBvYgDjILgsQVaJ,Arcangel malianteo
06_spanish_malianteo_boricua,Pa' Que La Pases Bien,Arcángel,El Fenomeno,,False,spotify:track:1pLCpA1RN8avJxSD3ZCwhj,Arcangel malianteo
06_spanish_malianteo_boricua,Beat Malianteo Estilo Arcangel - Instrumental Version,Gabe El Menor,Beat Malianteo Estilo Arcangel (Instrumental Version),,False,spotify:track:4fvq22iQyC784vsYswIpQE,Arcangel malianteo
06_spanish_malianteo_boricua,Instrumental Malianteo Romantico,"EgoistaPR, Arcángel",Lo Que la Calle Pide,,False,spotify:track:3o5SelAHt8ldTqVNXOJxw6,Arcangel malianteo
07_spanish_latin_trap,Latin Trap,"Jon Z, Quimico Ultra Mega",JonTrapVolta,,True,spotify:track:6CaxHeTXWglBV2YNikfrkW,latin trap
07_spanish_latin_trap,Latin Trap,Machete,Latin Trap,,False,spotify:track:7xBsLTEX4igGEyugI8RDoP,latin trap
07_spanish_latin_trap,Latin Trap,Calice,Latin Trap,,False,spotify:track:5rcHcTXa4q3PoHX4pJr6UW,latin trap
07_spanish_latin_trap,DÁKITI,"Bad Bunny, JHAYCO",DÁKITI,,True,spotify:track:47EiUVwUp4C9fGccaPuUCS,latin trap
07_spanish_latin_trap,Se Preparó,Ozuna,Odisea,,False,spotify:track:1m69ELEgE6k5ZWsap40ozt,latin trap
07_spanish_latin_trap,FINA,"Bad Bunny, Young Miko",nadie sabe lo que va a pasar mañana,,True,spotify:track:3nNmRE0DxHC6ZaKkrpUumS,trap latino
07_spanish_latin_trap,Otra Noche en Miami,Bad Bunny,X 100PRE,,True,spotify:track:4vCAzANUWDE24URV6wQ4ra,trap latino
07_spanish_latin_trap,El Farsante,Ozuna,Odisea,,False,spotify:track:5EId1m4DNwTf3at31w8bPJ,trap latino
07_spanish_latin_trap,Trap Melodico,Richisito Flow,Trap Melodico,,True,spotify:track:3HXXR6z8UZBuMBSOVp673t,trap latino
07_spanish_latin_trap,S E X P L A Y L I S T 1,"Omar Courtz, Rauw Alejandro",PRIMERA MUSA,,True,spotify:track:7w3G5VXJLLbuaWylG7hvVi,trap latino explicit
07_spanish_latin_trap,PALABRAS SOBRAN - REMIX,"Blessd, Ryan Castro, Bryant Myers, Hades66",SI SABE,,True,spotify:track:4u8fUK0wSDHvVQ24SUMqZq,trap latino explicit
07_spanish_latin_trap,Kemba Walker,"Eladio Carrion, Bad Bunny",Kemba Walker,,True,spotify:track:38kLHBjtWJaPXcyFhwRVtI,Bad Bunny trap
07_spanish_latin_trap,NUEVAYoL,Bad Bunny,DeBÍ TiRAR MáS FOToS,,False,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny trap
07_spanish_latin_trap,DtMF,Bad Bunny,DeBÍ TiRAR MáS FOToS,,True,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny trap
07_spanish_latin_trap,EoO,Bad Bunny,DeBÍ TiRAR MáS FOToS,,True,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny trap
07_spanish_latin_trap,La Jumpa,"Arcángel, Bad Bunny",SR. SANTOS,,True,spotify:track:2mnXxnrX5vCGolNkaFvVeM,Bad Bunny trap
07_spanish_latin_trap,Como Duele,Eleperez,"Magnum Opus, Vol. 1",,True,spotify:track:3H3NDCLgH2cWWV8N19lqGX,Bad Bunny trap
07_spanish_latin_trap,LA KINTA 20 & 25,"XCLUSIV, MYSCO, Bronkloud",DE LA QUINTA PAL MUNDO,,True,spotify:track:1GRv5YEc32Wymx750P1MhT,Bad Bunny trap
07_spanish_latin_trap,"Myke Towers: Bzrp Music Sessions, Vol. 42/66","Bizarrap, Myke Towers","Myke Towers: Bzrp Music Sessions, Vol. 42/66",,False,spotify:track:6ixCgwWOAN6C07ozzRm9pj,Myke Towers trap
07_spanish_latin_trap,Nueva Era,"Duki, Myke Towers",AMERI,,True,spotify:track:03IpZ9yqJlo3EIgDQUgBSF,Myke Towers trap
07_spanish_latin_trap,MÍRENME AHORA,Myke Towers,LYKE MIKE,,True,spotify:track:1QigNNcv8c5X2iL294bZev,Myke Towers trap
07_spanish_latin_trap,LALA,Myke Towers,LA VIDA ES UNA,,True,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers trap
07_spanish_latin_trap,Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",Si Se da Remix,,True,spotify:track:6K5BsR04ijf3FHNzjbaagD,Myke Towers trap
07_spanish_latin_trap,Si La Calle Llama - Remix,"Eladio Carrion, Myke Towers",3MEN2 KBRN,,True,spotify:track:3qXZqXGniqNt3PK2CBSZgM,Myke Towers trap
07_spanish_latin_trap,"Ajena (with Myke Towers, Dylan Fuentes)","Dayme y El High, Myke Towers, Dylan Fuentes",Ajena,,False,spotify:track:4KXtFUFmPObTROXShFLHZX,Myke Towers trap
07_spanish_latin_trap,Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya (Remix),,False,spotify:track:5YYW3yRktprLRr47WK219Y,Myke Towers trap
07_spanish_latin_trap,TODO KE VER,"Jere Klein, Katteyes, Mateo on the Beatz",TODO KE VER,,False,spotify:track:47aX1tXPTBpAG8Y2iAYmiy,Myke Towers trap
07_spanish_latin_trap,Pareja Del Año,"Sebastian Yatra, Myke Towers",Dharma,,False,spotify:track:655JkvIwu2rDCaD1hPf04g,Myke Towers trap
07_spanish_latin_trap,Body,Eladio Carrion,CORSA,,True,spotify:track:2LDvRwKpty6vuYWGGAYs75,Eladio Carrion
07_spanish_latin_trap,Ricky Bobby,Eladio Carrion,CORSA,,True,spotify:track:24IeBGZDIeRA4H6EpQz8D0,Eladio Carrion
07_spanish_latin_trap,Mbappe,Eladio Carrion,SEN2 KBRN VOL. 2,,True,spotify:track:2lmWwBLVJ2P0HX491zkYws,Eladio Carrion
07_spanish_latin_trap,Coco Chanel,"Eladio Carrion, Bad Bunny",3MEN2 KBRN,,True,spotify:track:0PB0O24JqAuNdOAFVJljMS,Eladio Carrion
07_spanish_latin_trap,Vida Buena - Remix,"Eladio Carrion, Arcángel",Sauce Boyz Care Package,,False,spotify:track:03Yyzbk18DAz4d4Jxwl1tm,Eladio Carrion
07_spanish_latin_trap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40/66","Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40/66",,True,spotify:track:1VauUM5CBX7nkLcgafQL2B,Eladio Carrion
07_spanish_latin_trap,ELWA3D,Wegz,ELWA3D,,False,spotify:track:4G5MF3PpirGQEa4UNrb9KB,Eladio Carrion
07_spanish_latin_trap,El Mabda2,Marwan Pablo,آخر قطعة فنية,,False,spotify:track:6m8vcn1JPflk8xBoFsaPDP,Eladio Carrion
07_spanish_latin_trap,"Morad: Bzrp Music Sessions, Vol. 47/66","Bizarrap, Morad","Morad: Bzrp Music Sessions, Vol. 47/66",,False,spotify:track:39yyHtQ4tkjZzd8TfIBKQw,Mora trap
07_spanish_latin_trap,ROBERT DE NIRO,Mora,MICRODOSIS,,True,spotify:track:3cR23eAZcjukbKtb9knlL4,Mora trap
07_spanish_latin_trap,Tuyo,Mora,Primer Dia de Clases,,True,spotify:track:4tQofG51E0juZBBVr6pral,Mora trap
07_spanish_latin_trap,LA INOCENTE,"Mora, Feid",MICRODOSIS,,True,spotify:track:5jt25aFjW2kNoBqaEVaz5W,Mora trap
