batch,track,artists,album,popularity,explicit,uri,query
03_english_club_rap,The Adventures of Moon Man & Slim Shady (with Eminem),"Kid Cudi, Eminem",The Adventures of Moon Man & Slim Shady (with Eminem),,True,spotify:track:38iBrrbbXyWaSPkmuDNgjZ,club rap explicit
03_english_club_rap,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",Nothing but the Beat (Ultimate Edition),,True,spotify:track:7ks6AZmFcm3Y6PGGxGSmlB,club rap explicit
03_english_club_rap,2 On (feat. ScHoolboy Q),"Tinashe, ScHoolboy Q",Aquarius,,True,spotify:track:3jVtllWS5CFFWLQng8sKsr,club rap explicit
03_english_club_rap,Sticky,Drake,"Honestly, Nevermind",,True,spotify:track:4rmVZajAF7PkrCagGPHbqa,club rap explicit
03_english_club_rap,Where Them Girls At (feat. Flo Rida & Nicki Minaj),"David Guetta, Flo Rida, Nicki Minaj",Popular Tiktok Songs,,True,spotify:track:2VtjdGuvIl9tIWk4f7RSnq,club rap explicit
03_english_club_rap,Party Starter,Will Smith,Lost And Found,,False,spotify:track:12fN9BO9WpTZN5SMEsPeFH,party hip hop
03_english_club_rap,Party Up,DMX,...And Then There Was X,,True,spotify:track:0LWkaEyQRkF0XAms8Bg1fC,party hip hop
03_english_club_rap,After Party,Don Toliver,Heaven Or Hell,,True,spotify:track:527k23H0A4Q0UJN3vGs0Da,party hip hop
03_english_club_rap,Heavydirtysoul,Twenty One Pilots,Blurryface,,False,spotify:track:7i9763l5SSfOnqZ35VOcfy,party hip hop
03_english_club_rap,Party And Bullshit,The Notorious B.I.G.,Whos The Man ? Soundtrack,,True,spotify:track:5mqPg2dyqb1gBNyg9ycGcT,party hip hop
03_english_club_rap,Rock That Body,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],,False,spotify:track:2WQ09wqQBIOor7Q0VpIDBK,party hip hop
03_english_club_rap,Empire State Of Mind,"JAŸ-Z, Alicia Keys",The Blueprint 3,,True,spotify:track:2igwFfvr1OAGX9SKDCPBwO,party hip hop
03_english_club_rap,Freek-A-Leek,Petey Pablo,Still Writing In My Diary: 2nd Entry,,True,spotify:track:4MeDnO5yA2Zi6IMlVApRci,party hip hop
03_english_club_rap,THEME OF PUNCHDRUNKERZ,Gaki Ranger,DA - PONG,,False,spotify:track:3XfnqEDpDlYGLw6HMeWHde,party hip hop
03_english_club_rap,Sucker M.C.'s,Run–D.M.C.,The Mix Tape - Volume II 60 Minutes of Funk (Explicit),,True,spotify:track:5kFTk2VJutkEN8T2x2E5KV,party hip hop
03_english_club_rap,Banger,Niman,Banger,,True,spotify:track:6poI6bCd8Yhe0p4pni6PCY,rap banger
03_english_club_rap,Thief,"Marino, BangerOfTheDay, Brennan Story",Thief,,False,spotify:track:0SBkeg0VLYhONgV7j3ryA4,rap banger
03_english_club_rap,Tamam Tamam,Summer Cem,Endstufe (Deluxe Edition),,True,spotify:track:2eRq2jwsZtb0uGH4qUsvT1,rap banger
03_english_club_rap,Breathe,Yeat,US Rap Bangers by STOKED,,True,spotify:track:1Sgwx2TtbafJEROGKkfLWc,rap banger
03_english_club_rap,Moonlight,XXXTENTACION,Rap Bangers,,True,spotify:track:4zfyY6PPyLfhZqD8Q4dNfK,rap banger
03_english_club_rap,Moonlight,XXXTENTACION,US Rap Bangers by STOKED,,True,spotify:track:6pmyaAYFg8s6tq2cdC7fnW,rap banger
03_english_club_rap,El Rap Ghayarni,"Lil Baba, Abyusif, Abo El Anwar",El Rap Ghayarni,,False,spotify:track:02CX6jUkKsOZufeh0tI1yi,rap banger
03_english_club_rap,Hop Out,"Connor Price, Nic D",Hop Out,,False,spotify:track:2Ljdd8idFPb8ZWMMSKBShC,hip hop club
03_english_club_rap,Hop Out,"Paperboys, Connor Price, Nic D",Paperboys,,False,spotify:track:6Uh5vCeMyeXOo2vlh04QTc,hip hop club
03_english_club_rap,Club Paradise,Drake,Care Package,,True,spotify:track:6MR5IBSNfDmiwnrlQpVw4w,hip hop club
03_english_club_rap,Helios Rap Remix - JerseyClub Mix,Xhomie34,Helios Rap Remix (JerseyClub Mix),,False,spotify:track:0dejOmsUWCsdIGWBMfe0lb,rap remix club
03_english_club_rap,Ego - Club Edit,Willy William,Ego (Remixes),,False,spotify:track:7bgVU3LBdMkXfcsGKHBO2W,rap remix club
03_english_club_rap,Ja Ja Ja - Pastiche/Remix/Mashup,Club Shot,Ja Ja Ja (Pastiche/Remix/Mashup),,True,spotify:track:02c3yFsoXAIxPAzc4IV3ym,rap remix club
03_english_club_rap,Killer,Eminem,Music To Be Murdered By - Side B (Deluxe Edition),,True,spotify:track:0FLIBDpU2S5bb6TfMB4NuQ,rap remix club
03_english_club_rap,Level Up (feat. Missy Elliott & Fatman Scoop) - Remix,"Ciara, Missy Elliott, Fatman Scoop",Level Up (feat. Missy Elliott & Fatman Scoop) [Remix],,False,spotify:track:0aBsXZLJDvn0QWfcIqBXq8,rap remix club
03_english_club_rap,THE BADDEST (BADDER) [feat. Ayesha Erotica],"Joey Valence & Brae, Ayesha Erotica",NO HANDS (Deluxe Edition),,True,spotify:track:4IbD6fckUgj1qrC2U5VGem,rap remix club
03_english_club_rap,Welcome To My Hood - Remix,"DJ Khaled, Ludacris, Busta Rhymes, Twista, T-Pain, Mavado, Birdman, Ace Hood, Fat Joe, Jadakiss",We The Best Forever,,True,spotify:track:2NYYUTe0vuU5Tq4smECz71,rap remix club
03_english_club_rap,Hate It Or Love It - G-Unit Remix,"50 Cent, The Game, Tony Yayo, Young Buck, Lloyd Banks",The Massacre,,True,spotify:track:6TYPoBrn53njY2C0WwdmA1,west coast club rap
03_english_club_rap,Welcome To Jamrock,Damian Marley,Welcome to Jamrock,,False,spotify:track:22AbXxQbMdVqEz7xJjhccG,west coast club rap
03_english_club_rap,Right There,"Nicole Scherzinger, 50 Cent",Killer Love (Deluxe Edition),,False,spotify:track:6ZKOTsLgLGiF6hLVm4W4D2,west coast club rap
03_english_club_rap,Playaz Club,Rappin' 4-Tay,Don't Fight The Feelin',,True,spotify:track:4ZYM6R5nOZywxACY90Bsla,west coast club rap
03_english_club_rap,Playaz Club,Rappin' 4-Tay,Don't Fight The Feelin',,True,spotify:track:22QUY8b8OjEk2uBcyPUOjC,west coast club rap
03_english_club_rap,We Be Clubbin',Ice Cube,Greatest Hits,,True,spotify:track:1GyLQQTMdVR5edmjLBHHXA,west coast club rap
03_english_club_rap,Lolly,"Maejor, Juicy J, Justin Bieber",Lolly,,True,spotify:track:2xtIAFJIMkzHGHiCrJ9iwd,strip club rap
03_english_club_rap,Tambourine,Eve,Strip Club Vibes,,True,spotify:track:20goWaEQoMLVhvaN4k28C6,strip club rap
03_english_club_rap,Trap Queen,Fetty Wap,Fetty Wap (Deluxe),,True,spotify:track:2d8JP84HNLKhmd6IYOoupQ,strip club rap
03_english_club_rap,POP DAT THANG,DaBaby,POP DAT THANG,,True,spotify:track:0kav2DxndmxlsiT3pqXZjG,strip club rap
03_english_club_rap,Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",Gata Only (Remix),,True,spotify:track:0JGTfiC4Z41GEEpMYLbWwO,strip club rap
03_english_club_rap,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",HEROES & VILLAINS,,True,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,strip club rap
03_english_club_rap,Banger (Hard New School Beat Mix) - Rap Instrumental,SHAWN WEST Beats,Hard Gangster Rap Beats & Dark Rap Instrumentals (Hip Hop Instrumentals),,False,spotify:track:5QWs7hwFBxcklSyAOyHeZw,new school rap banger
03_english_club_rap,Ain't Smirk,Da Getta,Not A Gangsta,,True,spotify:track:2y76RcbCXEFTXbrrlVuQzP,new school rap banger
03_english_club_rap,Riptide,"Connor Price, Nic D",ICONIC,,False,spotify:track:4epWIVSZM9MLbBZE6hQNEh,new school rap banger
03_english_club_rap,60 Seconds,"Bone Thugs-N-Harmony, DJ Kay Slay, Busta Rhymes, Twista, Jaz-O",Nothing But The Hits,,True,spotify:track:1krJQDrcijvkcxhGLMxJS3,new school rap banger
03_english_club_rap,Sick Banger (Fast New School Beat Mix) - Rap Instrumental,RedHookNoodles Beats,Story Telling Rap Beats (Hip Hop Instrumentals),,False,spotify:track:4P7oJfHMGWmHxYQWMkao1F,new school rap banger
03_english_club_rap,Kol Ma Az3l,"Abo El Anwar, Abyusif, Desso, Lil Baba",Kalam Mkntsh Haaolo,,False,spotify:track:1CqnLFOGybfafuYPYKdUgI,new school rap banger
03_english_club_rap,PARIS,"TURK, ZIAD ZAZA, Dabl De",2000GEN,,True,spotify:track:4G90AW9TGH2J0xsTREoB9u,new school rap banger
03_english_club_rap,Emotionally Scarred,Lil Baby,My Turn,,True,spotify:track:7ge7BHazYbVKi8qyZUX1Bm,new school rap banger
03_english_club_rap,NO LOVE IN MY HEART,Lil Migo,Heavy Workout Rap Bangers,,True,spotify:track:7LkM0hVKmxZQftqW7EB30r,new school rap banger
03_english_club_rap,"Turn It Up, Bitch",Limp Bizkit,STILL SUCKS,,True,spotify:track:2KlKLcZPU4CptMCQ3TY5ls,turn up rap
03_english_club_rap,Turn Yo Clic Up (feat. Future),"Quavo, Future",Turn Yo Clic Up (feat. Future),,True,spotify:track:7LTCmtMpf3JPfBE8gAl64z,turn up rap
03_english_club_rap,Turn Yo Clic Up (feat. Future),"Quavo, Future",Rocket Power,,True,spotify:track:2IHdMccpnU0PGHGltqM2Sq,turn up rap
03_english_club_rap,STIEK UIT,Die Antwoord,ZAMA ZAMA,,True,spotify:track:74ZcMqzCqMZx2n7OP38C4i,turn up rap
03_english_club_rap,Ca$ino,Baby Keem,Ca$ino,,True,spotify:track:3VW6HJYa5l0uzGcCRA222P,turn up rap
03_english_club_rap,Clap,Polo G,Clap,,True,spotify:track:1qBEN3LafkXQBJ9ofV4nzM,turn up rap
03_english_club_rap,Champagne Sippa',Qwesiri,Champagne Sippa',,True,spotify:track:2mity8R0kfupQNSUmE72SP,turn up rap
03_english_club_rap,All Cap,Rippa Man,Heart and Soul,,True,spotify:track:0FtvLfDiAUnbUqX38PExtr,turn up rap
03_english_club_rap,TRAP PARTY,Justraw,YOUR FAV KID IN THE CLIQUE,,True,spotify:track:6fKcsridf8jC6WN7ediRb8,trap party
03_english_club_rap,Trap Party,Smash Beats,Bangin’ Street Beats,,False,spotify:track:3xYKMm0hIKxp7CkKF1Im4P,trap party
03_english_club_rap,Trap Party,StarterKit Duke,Trap Party,,True,spotify:track:6sdi09R624u08s4IBWauNA,trap party
03_english_club_rap,Trap Party,Euro5tar,"Chalet Mu5ik, Vol. 3",,True,spotify:track:4NIZUExTosBvg44dlkgwDL,trap party
03_english_club_rap,Trap Party,Lyta,LEAK,,False,spotify:track:3DxgD1tm0byKR3W8btSmui,trap party
03_english_club_rap,TBH,PARTYNEXTDOOR,PARTYNEXTDOOR,,False,spotify:track:236P5yLtfnHgTMxevc0q6F,trap party
03_english_club_rap,Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,,True,spotify:track:5fEB6ZmVkg63GZg9qO86jh,trap party
04_english_trap_melodic,Reflex,SAINt JHN,Collection One,,True,spotify:track:0GA850AWIBdMW3Cfd4ptds,melodic trap
04_english_trap_melodic,On The Road (feat. Meek Mill & Lil Baby),"Post Malone, Meek Mill, Lil Baby",Hollywood's Bleeding,,True,spotify:track:12Fkyg9lpmaz2zmKOfw2Y2,melodic trap
04_english_trap_melodic,Noticed,Lil Mosey,Northsbest (Extended),,True,spotify:track:7zLYKWcXnYeHHWidalz7rj,melodic trap
04_english_trap_melodic,Had Enough (feat. Quavo & Offset),"Don Toliver, Offset, Quavo",Heaven Or Hell,,True,spotify:track:6SPgp2qK3fb4wPX1SldrNf,melodic trap
04_english_trap_melodic,Melodies (Red Bull Symphonic),Marwan Pablo,Red Bull Symphonic,,False,spotify:track:6LigLK1a93CI6eRKHMS7S0,melodic trap
04_english_trap_melodic,Khalsa Maaya,"Shehab, Mello Music",Khalsa Maaya,,False,spotify:track:6PGkqugqfE9HQ0MDo1tgmj,melodic trap
04_english_trap_melodic,In My Room,Danté James,Like I Never Left,,False,spotify:track:4izQD1sMOCBDQsGMo2NFC7,trap rap melodic
04_english_trap_melodic,In My Room,Danté James,In My Room,,False,spotify:track:73rB6JFdxjGaZ1CQvcetCI,trap rap melodic
04_english_trap_melodic,DON'T KILL THE PARTY (feat. Quavo & Juicy J),"Ty Dolla $ign, Quavo, Juicy J",TYCOON,,True,spotify:track:4YmsnZcxHEGEqHB3K0vdt0,rap melodic explicit
04_english_trap_melodic,20 Min,Lil Uzi Vert,Luv Is Rage 2 (Deluxe),,True,spotify:track:0uxSUdBrJy9Un0EYoBowng,rap melodic explicit
04_english_trap_melodic,Let Me Know (I Wonder Why Freestyle),Juice WRLD,Let Me Know (I Wonder Why Freestyle),,True,spotify:track:3wwo0bJvDSorOpNfzEkfXx,rap melodic explicit
04_english_trap_melodic,Push it to the Limit,"Necro, Jasta",The Pre-Fix For Death,,True,spotify:track:3JG4W8xLU53o7FeIqSjq9z,rap melodic explicit
04_english_trap_melodic,Opals,Pozer,Crossroads,,True,spotify:track:63aaA8vKiPpkJali5dz0T8,rap melodic explicit
04_english_trap_melodic,CITY,"Omar Keif, Mousv",MAFHOOM,,False,spotify:track:1ys3nKD3NbnOsy9jNHcpek,rap melodic explicit
04_english_trap_melodic,Autotune,Damso,Batterie faible,,True,spotify:track:1H7hJnHjlOgb2IOuBgy3Ec,autotune rap
04_english_trap_melodic,Не отлипал,PUSSYKILLER,Не отлипал,,True,spotify:track:1PSrWCtt2qhok09miqRy9r,autotune rap
04_english_trap_melodic,Джанки,"YUNGWAY, MAYOT",NON AUTOTUNE TAPE VOL.1,,True,spotify:track:6J5fWikHKeFNs1aiQHJDZb,autotune rap
04_english_trap_melodic,Контакт (Prod. by CONCENTRACIA),"PUSSYKILLER, Экси",AMNESIA,,True,spotify:track:7nfNOrTGIUYeFpHeacI2Ka,autotune rap
04_english_trap_melodic,База,"YUNGWAY, A-THIS 52",NON AUTOTUNE TAPE VOL.1,,True,spotify:track:616OQjUsM5ne96azVYEMw0,autotune rap
04_english_trap_melodic,BABY SHARK,"Omar Keif, ZIAD ZAZA",BABY SHARK,,False,spotify:track:0kk9vdY4MkMkUHXChid1uF,autotune rap
04_english_trap_melodic,2Deep,Chop k9,Autotune Tape,,True,spotify:track:76huQFMfid5ubcw54x3mhS,autotune rap
04_english_trap_melodic,Designer,"Hauhwii, Bangers Only, 404vincent",Designer,,True,spotify:track:0SzsVQB4gK7KRHWycVeFeZ,sad trap banger
04_english_trap_melodic,Overwhelmed,"Jauque X, sadgods, 静的 Static",Overwhelmed,,True,spotify:track:2I7AOB4IkQvBuQ0ujiUtSo,sad trap banger
04_english_trap_melodic,Trust Nothing (feat. Moneybagg Yo),"King Von, Moneybagg Yo",What It Means To Be King,,True,spotify:track:41jxlPqpPqiky977DkJrpY,sad trap banger
04_english_trap_melodic,CRANK [SUMN],DaBaby,BE MORE GRATEFUL,,True,spotify:track:2GQ0gpHjtOtsqw8DAZZQUa,sad trap banger
04_english_trap_melodic,All These Niggas (feat. Lil Durk),"King Von, Lil Durk",Welcome to O'Block,,True,spotify:track:4g27tVPyGHi38dczFoJZZy,sad trap banger
04_english_trap_melodic,Better Days,MoonGuy,MY SIDE OF THE MOON,,True,spotify:track:5ffxKvNNs3gpeavZuwvgS5,sad trap banger
04_english_trap_melodic,OPEN SCARS,BiGDwG Eltee,"Forget About It, It's Too Late",,True,spotify:track:17AqsYasvkWXrZRxiiLulO,sad trap banger
04_english_trap_melodic,Don Toliver Type Beat 2025 - Freestyle Beats 2025,Type Beat,Freestyle Beats 2025,,False,spotify:track:2aUqSP4Ho0CoX1PjSsla3R,Don Toliver type
04_english_trap_melodic,Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",WE DON'T TRUST YOU,,True,spotify:track:28drn6tQo95MRvO0jQEo5C,Don Toliver type
04_english_trap_melodic,E85,Don Toliver,OCTANE,,True,spotify:track:3B4cjvGlPvyBLNG3AzEgkZ,Don Toliver type
04_english_trap_melodic,Don Toliver Type Beat 4,CORVO BEATS,Type Beat Don Toliver,,False,spotify:track:2XUecFh4yuXaJVDHvPvu54,Don Toliver type
04_english_trap_melodic,Don Toliver Type Beat 1,CORVO BEATS,Type Beat Don Toliver,,False,spotify:track:3plOWT0xsESJ3Hk4uzMOIm,Don Toliver type
04_english_trap_melodic,"Don Toliver Type Beat ""Focus in Deep""",L€N4VI,"Don Toliver Type Beat ""Focus in Deep""",,False,spotify:track:7D7LmsHO1Wfkg50XJBn6ZN,Don Toliver type
04_english_trap_melodic,Eat It Up,"Lil Vada, DonnySolo",Eat It Up,,True,spotify:track:1LYJJ6e8Zj8B2Wx5WmAohe,Don Toliver type
04_english_trap_melodic,Streets,Doja Cat,Hot Pink,,False,spotify:track:7BuzRZy8aanLYuPBoH5cxN,Don Toliver type
04_english_trap_melodic,WHATS POPPIN,Jack Harlow,Sweet Action,,False,spotify:track:6EK6MRqtfGPjBXHHQGiVjQ,Don Toliver type
04_english_trap_melodic,Tory Lanez x DaBaby Type Beat,Type Beat,Type Beats 2021,,False,spotify:track:5qJlvh72h4ntdQG8uVXqvq,Tory Lanez type
04_english_trap_melodic,The Color Violet,Tory Lanez,Alone At Prom,,False,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez type
04_english_trap_melodic,Tory Lanez Type Beat,"Hip Hop Instrumental, Bass Boosted HD, Type Beat Brasil",Tory Lanez Type Beat,,True,spotify:track:6mmsKE03kMNBpThqZy09tP,Tory Lanez type
04_english_trap_melodic,"Tory Lanez Type Beat - ""Lost My Faith"" | RnB Type Beat | Rap Instrumental","Sombre Beats, Nader Beats",Melo Trap (Vol 4),,False,spotify:track:0h8poMTfFx2rP8bZ5XbsOD,Tory Lanez type
04_english_trap_melodic,My Type,"YNW Bortlen, Tory Lanez",Sport Mode,,True,spotify:track:6bZLa7kXMSSP85wb7J1BMF,Tory Lanez type
04_english_trap_melodic,SILVER TOOTH. (with A$AP Ferg),"Armani White, A$AP Ferg",Road to CASABLANCO.,,True,spotify:track:5Xb9LkVG98JiLorzV9O56r,Tory Lanez type
04_english_trap_melodic,SILVER TOOTH. (with A$AP Ferg),"Armani White, A$AP Ferg",SILVER TOOTH.,,True,spotify:track:7fhcDui4AKQydfFoXILsso,Tory Lanez type
04_english_trap_melodic,LUV - Remix,"Tory Lanez, Sean Paul",LUV (Remix),,True,spotify:track:4WwHFY7aJ6bUcugjb30DDW,Tory Lanez type
04_english_trap_melodic,Air Max,"Rim'K, Ninho",Mutant,,True,spotify:track:2qIj2igCag4Rm1tmxYdhO0,Tory Lanez type
04_english_trap_melodic,Drowning (feat. Kodak Black),"A Boogie Wit da Hoodie, Kodak Black",Water (Drowning Pt. 2) [feat. Kodak Black],,True,spotify:track:7tZtR4ljldIpB6Q1CqzDI2,A Boogie type
04_english_trap_melodic,Look Back at It,A Boogie Wit da Hoodie,Hoodie SZN,,True,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie type
04_english_trap_melodic,Drowning (feat. Kodak Black),"A Boogie Wit da Hoodie, Kodak Black",Drowning (feat. Kodak Black),,False,spotify:track:0XToCg11lPrt6YXj0ercaV,A Boogie type
04_english_trap_melodic,Secrets,A Boogie Wit da Hoodie,Artist 2.0 (Deluxe),,True,spotify:track:2xB46Bj9HZ4cr058yN4Pla,A Boogie type
04_english_trap_melodic,My Shit,A Boogie Wit da Hoodie,Artist,,True,spotify:track:5uQOauh47VFt3B2kV9kRXw,A Boogie type
04_english_trap_melodic,Pull Over,Ludacris,Pull Over,,True,spotify:track:0wHgsYlk5WR4j98qQwOQym,A Boogie type
04_english_trap_melodic,A BOOGIE TYPE BEAT SKATTEBO,Ambition Beatz,ROOTED UNBROKEN,,False,spotify:track:3V5sMRvXXZYGPt92xnf282,A Boogie type
04_english_trap_melodic,Best Pop Smoke x A Boogie Type Beat - _Ghetto Symphony_ (Free Download),New free instrumental beat,RIP POP SMOKE,,False,spotify:track:1Edb6GkzxUqR2MM0DGS9Yh,A Boogie type
04_english_trap_melodic,Feel The Real Again #2 With Horns,David Bendeth,Just Dessert,,False,spotify:track:0kZ024R3kIK3HpSmwKKv0s,A Boogie type
04_english_trap_melodic,I Was There,David Bendeth,Just Dessert,,False,spotify:track:5QDpHXGIETBugIbji1QScc,A Boogie type
04_english_trap_melodic,Balkan Type Beat,navy,15 Minutes of Flame,,True,spotify:track:7q0c0stmGkMIYAQZL4q9UT,NAV type rap
04_english_trap_melodic,Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",B4 The Storm,,True,spotify:track:1p0rEzrK7YtdRZVtiyV7RN,NAV type rap
04_english_trap_melodic,RAP DEVIL,mgk,RAP DEVIL,,True,spotify:track:63TyoT9Ee03rQxv8xmdJ2l,NAV type rap
04_english_trap_melodic,Everywhere We Go,SonReal,Everywhere We Go Single,,False,spotify:track:0vdbvgggS673fhvHdrU34E,NAV type rap
04_english_trap_melodic,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG, 2 Chainz, Big Sean, Nicki Minaj",STAY DANGEROUS,,True,spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,NAV type rap
04_english_trap_melodic,Professional Rapper (feat. Snoop Dogg),"Lil Dicky, Snoop Dogg",Professional Rapper,,True,spotify:track:5TlAXiBCBwiQnIZUAA4Jkg,NAV type rap
04_english_trap_melodic,Trap/Rap Type Beat (BAR),Navarone Turner VIII,Trap/Rap Type Beat (BAR),,False,spotify:track:6hsCTqLIoCX3ZxxpfETEJ3,NAV type rap
04_english_trap_melodic,Navidad Oscura BoomBap Base Beat Pista de Rap Hip Hop Type 90s,Pablo_On_The_Beats,Type Beats 90s,,False,spotify:track:6MM70PTU9rFgO5b0jznQxK,NAV type rap
04_english_trap_melodic,Nave Importada,"Hip Hop Instrumental, UK Drill Type Beat, UK Rap",Nave Importada,,False,spotify:track:1TuXWGuvmMub3ts1d1Vx7k,NAV type rap
04_english_trap_melodic,Better Now,Post Malone,beerbongs & bentleys,,True,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone type rap
04_english_trap_melodic,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",beerbongs & bentleys,,True,spotify:track:0e7ipj03S05BNilyu5bRzt,Post Malone type rap
04_english_trap_melodic,Wow.,Post Malone,Hollywood's Bleeding,,True,spotify:track:7xQAfvXzm3AkraOtGPWIZg,Post Malone type rap
04_english_trap_melodic,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)","Eminem, KXNG Crooked, Royce Da 5'9"", Joell Ortiz",Music To Be Murdered By,,True,spotify:track:3CJbxqRQ0JNCqboWDNUUeX,Post Malone type rap
04_english_trap_melodic,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hollywood's Bleeding,,False,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,Post Malone type rap
04_english_trap_melodic,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)","Eminem, KXNG Crooked, Royce Da 5'9"", Joell Ortiz",Music To Be Murdered By - Side B (Deluxe Edition),,True,spotify:track:7pEDNYd1Lf4xudWGrtVH8b,Post Malone type rap
04_english_trap_melodic,"21 Savage & Post Malone Type Beat ""Rockstar""",L€N4VI,Rap Tribute,,False,spotify:track:0Xm5cIWoJfczhLk0qHrM1i,Post Malone type rap
04_english_trap_melodic,BabyWipe,Ski Mask The Slump God,You Will Regret (Reloaded),,True,spotify:track:1jUZSuXhfzJB2Z2sTP8Aww,Post Malone type rap
04_english_trap_melodic,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)","Eminem, KXNG Crooked, Royce Da 5'9"", Joell Ortiz",Music To Be Murdered By - Side B (Deluxe Edition),,False,spotify:track:32FNrsos3zFMGh94pMd8FH,Post Malone type rap
04_english_trap_melodic,Bruh...,Lil Dicky,Professional Rapper,,True,spotify:track:4roDTLs05yU9RpSBqwfKQ3,Post Malone type rap
05_english_new_school_mix,Homicide (feat. Eminem),"Logic, Eminem",Confessions of a Dangerous Mind,,True,spotify:track:7M2tXmeS15NAzEn7ABFeBg,new school rap
05_english_new_school_mix,Numbers,Logic,YS Collection Vol. 1,,True,spotify:track:4j9O2n3czrw000jY8ouJZ8,new school rap
05_english_new_school_mix,YSIV,Logic,YSIV,,True,spotify:track:3irKogkH8P1B1nONmEcHgY,new school rap
05_english_new_school_mix,Давай заново,YASMI,Давай заново,,True,spotify:track:17LrlJL8HV03ZJgY6AgGal,new school rap
05_english_new_school_mix,Hoodtrapstar,Icegergert,From Sparta to Padre,,True,spotify:track:7N1AiJjucLwjTBvRajtnW0,new school rap
05_english_new_school_mix,Money Trees,"Kendrick Lamar, Jay Rock","good kid, m.A.A.d city (Deluxe)",,True,spotify:track:0UtnpKaReKUg2GquaSxCyD,new school rap
05_english_new_school_mix,Alive,Hugo Loud,Ghost Mode / No Colors,,True,spotify:track:22wA8mwE45XG9KtQm1O1p5,new school rap
05_english_new_school_mix,Brand New Guy (feat. ScHoolboy Q),"A$AP Rocky, ScHoolboy Q",LIVE.LOVE.A$AP,,True,spotify:track:6haTrice1PU59Kd7esp3w1,new school rap
05_english_new_school_mix,AKHER EL-YOUM,"Begad, EVO",BARA EL BEIT,,False,spotify:track:7q0jUZnRNI8cZCnnEDMn9J,new school rap
05_english_new_school_mix,HEATSEEKER,"$werve, Ethan Ross, CAIRO!",365,,True,spotify:track:2JqrzA0LAfgzrbxjg9CCS8,trap hits
05_english_new_school_mix,Moonlight,XXXTENTACION,TRAP HITS : BANGERS ONLY (2010-2022),,True,spotify:track:0jXplPx7gvwyvUaZ5LCCuR,trap hits
